s,e,k,a,$,COPY	s,e,k,a
s,i,m,m,m,a,$,COPY	s,i,m,m,m,a
s,i,m,m,m,a,$,V,PL,1,HOD	t,a,s,i,m,m,m,a
s,c,m,s,s,a,$,COPY	s,c,m,s,s,a
s,c,m,s,s,a,$,V,SG,1,HOD	n,d,a,s,c,m,s,s,a
s,i,m,u,k,a,$,V,PL,2,HOD	m,a,s,i,m,u,k,a
s,h,k,h,k,a,$,COPY	s,h,k,h,k,a
s,h,k,h,k,a,$,V,SG,1,PST	n,d,a,k,a,s,h,k,h,k,a
s,f,e,m,u,a,$,COPY	s,f,e,m,u,a
s,f,e,m,u,a,$,V,SG,2,PST	w,a,k,a,s,f,e,m,u,a
s,c,m,h,v,a,$,COPY	s,c,m,h,v,a
s,c,m,h,v,a,$,V,SG,1,PRS	n,d,i,n,o,s,c,m,h,v,a
s,i,m,m,k,a,$,COPY	s,i,m,m,k,a
s,i,m,m,k,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,s,i,m,m,k,a
s,s,w,r,a,a,$,COPY	s,s,w,r,a,a
s,s,w,r,a,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,s,s,w,r,a,a
s,a,m,g,k,a,$,COPY	s,a,m,g,k,a
s,a,m,g,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,s,a,m,g,k,a
s,w,m,u,o,a,$,COPY	s,w,m,u,o,a
s,w,m,u,o,a,$,V,PL,2,PRS	m,u,n,o,s,w,m,u,o,a
s,p,m,u,k,a,$,COPY	s,p,m,u,k,a
s,p,m,u,k,a,$,V,PL,1,PRS	t,i,n,o,s,p,m,u,k,a
s,i,m,s,k,a,$,COPY	s,i,m,s,k,a
s,i,m,s,k,a,$,V,SG,3,FUT	a,c,h,a,s,i,m,s,k,a
s,k,m,g,k,a,$,COPY	s,k,m,g,k,a
s,k,m,g,k,a,$,V,PL,3,FUT	v,a,c,h,a,s,k,m,g,k,a
s,g,h,u,f,a,$,COPY	s,g,h,u,f,a
s,g,h,u,f,a,$,V,PL,2,FUT	m,u,c,h,a,s,g,h,u,f,a
s,i,p,u,k,a,$,COPY	s,i,p,u,k,a
s,i,p,u,k,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,s,i,p,u,k,a
s,i,y,i,k,a,$,COPY	s,i,y,i,k,a
s,i,y,i,k,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,s,i,y,i,k,a
s,i,m,u,k,a,$,V,SG,2,HOD	w,a,s,i,m,u,k,a
s,i,p,u,a,a,$,COPY	s,i,p,u,a,a
s,i,p,u,a,a,$,V,PL,3,HOD	v,a,s,i,p,u,a,a
s,i,r,u,g,a,$,COPY	s,i,r,u,g,a
s,i,r,u,g,a,$,V,SG,3,PST	a,k,a,s,i,r,u,g,a
s,i,m,i,e,a,$,COPY	s,i,m,i,e,a
s,i,m,i,e,a,$,V,SG,2,FUT	u,c,h,a,s,i,m,i,e,a
s,i,h,u,f,a,$,COPY	s,i,h,u,f,a
s,i,h,u,f,a,$,V,PL,1,FUT	t,i,c,h,a,s,i,h,u,f,a
s,p,m,u,w,a,$,COPY	s,p,m,u,w,a
s,p,m,u,w,a,$,V,SG,2,PRS	u,n,o,s,p,m,u,w,a
s,i,m,u,c,a,$,COPY	s,i,m,u,c,a
s,i,m,u,c,a,$,V,SG,3,PRS	a,n,o,s,i,m,u,c,a
a,h,w,y,w,$,COPY	a,h,w,y,w
a,h,w,y,w,$,V,SG,1,PRS	n,d,i,n,o,a,h,w,y,w
y,n,k,r,v,$,COPY	y,n,k,r,v
y,n,k,r,v,$,V,SG,3,FUT	a,c,h,a,y,n,k,r,v
v,h,a,c,a,$,COPY	v,h,a,c,a
v,h,a,c,a,$,V,PL,3,PRS	v,a,n,o,v,h,a,c,a
t,h,a,r,a,$,COPY	t,h,a,r,a
t,h,a,r,a,$,V,SG,1,PST	n,d,a,k,a,t,h,a,r,a
v,h,a,n,z,$,COPY	v,h,a,n,z
v,h,a,n,z,$,V,SG,1,FUT	n,d,i,c,h,a,v,h,a,n,z
v,f,e,r,g,$,COPY	v,f,e,r,g
v,f,e,r,g,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,v,f,e,r,g
v,r,a,s,a,$,COPY	v,r,a,s,a
v,r,a,s,a,$,V,PL,2,FUT	m,u,c,h,a,v,r,a,s,a
k,c,a,h,a,$,COPY	k,c,a,h,a
k,c,a,h,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,k,c,a,h,a
v,c,k,r,a,$,COPY	v,c,k,r,a
v,c,k,r,a,$,V,PL,2,HOD	m,a,v,c,k,r,a
c,n,a,f,a,$,COPY	c,n,a,f,a
c,n,a,f,a,$,V,PL,2,PST	m,a,k,a,c,n,a,f,a
p,h,a,t,a,$,COPY	p,h,a,t,a
p,h,a,t,a,$,V,SG,1,HOD	n,d,a,p,h,a,t,a
v,v,c,r,h,$,COPY	v,v,c,r,h
v,v,c,r,h,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,v,v,c,r,h
t,h,d,f,a,$,COPY	t,h,d,f,a
t,h,d,f,a,$,V,SG,2,HOD	w,a,t,h,d,f,a
e,h,a,r,a,$,COPY	e,h,a,r,a
e,h,a,r,a,$,V,SG,3,HOD	a,e,h,a,r,a
v,z,a,b,o,$,COPY	v,z,a,b,o
v,z,a,b,o,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,v,z,a,b,o
v,h,a,y,a,$,COPY	v,h,a,y,a
v,h,a,y,a,$,V,PL,1,HOD	t,a,v,h,a,y,a
v,b,r,r,d,$,COPY	v,b,r,r,d
v,b,r,r,d,$,V,SG,2,PRS	u,n,o,v,b,r,r,d
o,n,k,w,a,$,COPY	o,n,k,w,a
o,n,k,w,a,$,V,PL,1,PRS	t,i,n,o,o,n,k,w,a
v,n,s,a,a,$,COPY	v,n,s,a,a
v,n,s,a,a,$,V,PL,3,HOD	v,a,v,n,s,a,a
i,w,c,r,c,$,COPY	i,w,c,r,c
i,w,c,r,c,$,V,PROG,SG,2,PRS	u,r,i,k,u,i,w,c,r,c
v,f,a,z,h,$,COPY	v,f,a,z,h
v,f,a,z,h,$,V,PL,2,PRS	m,u,n,o,v,f,a,z,h
v,n,a,m,a,$,COPY	v,n,a,m,a
v,n,a,m,a,$,V,SG,2,FUT	u,c,h,a,v,n,a,m,a
g,p,a,r,z,$,COPY	g,p,a,r,z
g,p,a,r,z,$,V,SG,3,PST	a,k,a,g,p,a,r,z
k,d,v,r,a,$,COPY	k,d,v,r,a
k,d,v,r,a,$,V,PL,1,PST	t,a,k,a,k,d,v,r,a
v,h,a,r,f,$,COPY	v,h,a,r,f
v,h,a,r,f,$,V,PL,3,FUT	v,a,c,h,a,v,h,a,r,f
v,v,a,e,p,$,COPY	v,v,a,e,p
v,v,a,e,p,$,V,SG,2,PST	w,a,k,a,v,v,a,e,p
t,t,z,r,f,$,COPY	t,t,z,r,f
t,t,z,r,f,$,V,SG,3,PRS	a,n,o,t,t,z,r,f
n,i,u,f,f,$,COPY	n,i,u,f,f
n,i,u,f,f,$,V,PL,1,FUT	t,i,c,h,a,n,i,u,f,f
v,h,p,r,a,$,COPY	v,h,p,r,a
v,h,p,r,a,$,V,PL,3,PST	v,a,k,a,v,h,p,r,a
v,w,a,r,e,$,COPY	v,w,a,r,e
v,w,a,r,e,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,v,w,a,r,e
p,y,e,d,u,r,a,$,COPY	p,y,e,d,u,r,a
p,y,e,d,u,r,a,$,V,PL,1,PRS	t,i,n,o,p,y,e,d,u,r,a
p,i,s,d,u,k,a,$,COPY	p,i,s,d,u,k,a
p,i,s,d,u,k,a,$,V,SG,1,FUT	n,d,i,c,h,a,p,i,s,d,u,k,a
p,v,k,d,u,r,a,$,COPY	p,v,k,d,u,r,a
p,v,k,d,u,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,p,v,k,d,u,r,a
p,g,a,d,m,n,a,$,COPY	p,g,a,d,m,n,a
p,g,a,d,m,n,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,p,g,a,d,m,n,a
p,i,d,o,u,r,a,$,COPY	p,i,d,o,u,r,a
p,i,d,o,u,r,a,$,V,PL,3,HOD	v,a,p,i,d,o,u,r,a
p,i,o,p,u,b,a,$,COPY	p,i,o,p,u,b,a
p,i,o,p,u,b,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,p,i,o,p,u,b,a
p,g,u,d,u,r,a,$,COPY	p,g,u,d,u,r,a
p,g,u,d,u,r,a,$,V,SG,3,PST	a,k,a,p,g,u,d,u,r,a
p,p,k,o,u,v,a,$,COPY	p,p,k,o,u,v,a
p,p,k,o,u,v,a,$,V,SG,2,PRS	u,n,o,p,p,k,o,u,v,a
p,c,e,d,g,s,a,$,COPY	p,c,e,d,g,s,a
p,c,e,d,g,s,a,$,V,SG,3,HOD	a,p,c,e,d,g,s,a
p,m,p,d,p,r,a,$,COPY	p,m,p,d,p,r,a
p,m,p,d,p,r,a,$,V,PL,1,PST	t,a,k,a,p,m,p,d,p,r,a
p,d,i,d,z,r,a,$,COPY	p,d,i,d,z,r,a
p,d,i,d,z,r,a,$,V,SG,2,HOD	w,a,p,d,i,d,z,r,a
p,i,n,d,h,c,a,$,COPY	p,i,n,d,h,c,a
p,i,n,d,h,c,a,$,V,SG,2,PST	w,a,k,a,p,i,n,d,h,c,a
p,i,n,s,e,i,a,$,COPY	p,i,n,s,e,i,a
p,i,n,s,e,i,a,$,V,SG,3,PRS	a,n,o,p,i,n,s,e,i,a
p,b,n,d,u,t,a,$,COPY	p,b,n,d,u,t,a
p,b,n,d,u,t,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,p,b,n,d,u,t,a
p,y,g,d,w,r,a,$,COPY	p,y,g,d,w,r,a
p,y,g,d,w,r,a,$,V,PL,2,PRS	m,u,n,o,p,y,g,d,w,r,a
p,d,n,d,u,r,a,$,COPY	p,d,n,d,u,r,a
p,d,n,d,u,r,a,$,V,PL,1,FUT	t,i,c,h,a,p,d,n,d,u,r,a
p,i,k,m,u,r,a,$,COPY	p,i,k,m,u,r,a
p,i,k,m,u,r,a,$,V,SG,2,FUT	u,c,h,a,p,i,k,m,u,r,a
p,o,n,b,g,v,a,$,COPY	p,o,n,b,g,v,a
p,o,n,b,g,v,a,$,V,SG,1,PST	n,d,a,k,a,p,o,n,b,g,v,a
p,i,s,k,u,n,a,$,COPY	p,i,s,k,u,n,a
p,i,s,k,u,n,a,$,V,PL,2,PST	m,a,k,a,p,i,s,k,u,n,a
p,i,n,d,u,r,a,$,V,PL,3,FUT	v,a,c,h,a,p,i,n,d,u,r,a
p,g,h,g,u,o,a,$,COPY	p,g,h,g,u,o,a
p,g,h,g,u,o,a,$,V,PL,2,HOD	m,a,p,g,h,g,u,o,a
p,r,n,p,u,r,a,$,COPY	p,r,n,p,u,r,a
p,r,n,p,u,r,a,$,V,PL,3,PST	v,a,k,a,p,r,n,p,u,r,a
p,p,g,d,u,r,a,$,COPY	p,p,g,d,u,r,a
p,p,g,d,u,r,a,$,V,SG,1,PRS	n,d,i,n,o,p,p,g,d,u,r,a
p,i,n,i,u,r,a,$,COPY	p,i,n,i,u,r,a
p,i,n,i,u,r,a,$,V,PL,3,PRS	v,a,n,o,p,i,n,i,u,r,a
p,p,n,n,c,f,a,$,COPY	p,p,n,n,c,f,a
p,p,n,n,c,f,a,$,V,SG,3,FUT	a,c,h,a,p,p,n,n,c,f,a
p,i,u,w,u,r,a,$,COPY	p,i,u,w,u,r,a
p,i,u,w,u,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,p,i,u,w,u,r,a
p,i,n,c,u,r,a,$,COPY	p,i,n,c,u,r,a
p,i,n,c,u,r,a,$,V,PL,2,FUT	m,u,c,h,a,p,i,n,c,u,r,a
p,p,c,z,u,r,a,$,COPY	p,p,c,z,u,r,a
p,p,c,z,u,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,p,p,c,z,u,r,a
p,i,n,d,u,m,a,$,COPY	p,i,n,d,u,m,a
p,i,n,d,u,m,a,$,V,SG,1,HOD	n,d,a,p,i,n,d,u,m,a
p,i,s,d,u,r,a,$,COPY	p,i,s,d,u,r,a
p,i,s,d,u,r,a,$,V,PL,1,HOD	t,a,p,i,s,d,u,r,a
u,u,y,p,t,$,COPY	u,u,y,p,t
u,u,y,p,t,$,V,PL,2,PST	m,a,k,a,u,u,y,p,t
v,h,b,r,d,$,COPY	v,h,b,r,d
v,h,b,r,d,$,V,PL,2,FUT	m,u,c,h,a,v,h,b,r,d
v,h,o,m,w,$,COPY	v,h,o,m,w
v,h,o,m,w,$,V,SG,1,HOD	n,d,a,v,h,o,m,w
v,h,t,r,a,$,COPY	v,h,t,r,a
v,h,t,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,v,h,t,r,a
v,k,e,m,d,$,COPY	v,k,e,m,d
v,k,e,m,d,$,V,SG,1,PRS	n,d,i,n,o,v,k,e,m,d
c,d,u,r,z,$,COPY	c,d,u,r,z
c,d,u,r,z,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,c,d,u,r,z
d,h,p,r,a,$,COPY	d,h,p,r,a
d,h,p,r,a,$,V,SG,2,FUT	u,c,h,a,d,h,p,r,a
v,y,u,p,a,$,COPY	v,y,u,p,a
v,y,u,p,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,v,y,u,p,a
o,h,u,b,s,$,COPY	o,h,u,b,s
o,h,u,b,s,$,V,SG,3,FUT	a,c,h,a,o,h,u,b,s
i,b,u,o,u,$,COPY	i,b,u,o,u
i,b,u,o,u,$,V,SG,1,FUT	n,d,i,c,h,a,i,b,u,o,u
v,b,u,r,a,$,COPY	v,b,u,r,a
v,b,u,r,a,$,V,PL,1,FUT	t,i,c,h,a,v,b,u,r,a
v,f,u,r,a,$,COPY	v,f,u,r,a
v,f,u,r,a,$,V,PL,3,PRS	v,a,n,o,v,f,u,r,a
z,e,u,i,a,$,COPY	z,e,u,i,a
z,e,u,i,a,$,V,SG,3,PST	a,k,a,z,e,u,i,a
k,h,u,r,a,$,COPY	k,h,u,r,a
k,h,u,r,a,$,V,PL,1,PST	t,a,k,a,k,h,u,r,a
a,b,h,r,v,$,COPY	a,b,h,r,v
a,b,h,r,v,$,V,SG,1,PST	n,d,a,k,a,a,b,h,r,v
v,v,u,r,e,$,COPY	v,v,u,r,e
v,v,u,r,e,$,V,SG,2,HOD	w,a,v,v,u,r,e
v,h,u,r,t,$,COPY	v,h,u,r,t
v,h,u,r,t,$,V,PL,3,HOD	v,a,v,h,u,r,t
v,h,u,g,a,$,COPY	v,h,u,g,a
v,h,u,g,a,$,V,PL,2,HOD	m,a,v,h,u,g,a
a,h,u,d,r,$,COPY	a,h,u,d,r
a,h,u,d,r,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,a,h,u,d,r
i,r,k,a,b,$,COPY	i,r,k,a,b
i,r,k,a,b,$,V,PL,3,PST	v,a,k,a,i,r,k,a,b
v,i,n,r,a,$,COPY	v,i,n,r,a
v,i,n,r,a,$,V,SG,3,HOD	a,v,i,n,r,a
v,t,i,r,a,$,COPY	v,t,i,r,a
v,t,i,r,a,$,V,PL,3,FUT	v,a,c,h,a,v,t,i,r,a
f,p,y,r,k,$,COPY	f,p,y,r,k
f,p,y,r,k,$,V,SG,2,PST	w,a,k,a,f,p,y,r,k
m,h,n,r,a,$,COPY	m,h,n,r,a
m,h,n,r,a,$,V,PL,1,HOD	t,a,m,h,n,r,a
v,d,s,p,n,$,COPY	v,d,s,p,n
v,d,s,p,n,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,v,d,s,p,n
v,n,i,r,a,$,COPY	v,n,i,r,a
v,n,i,r,a,$,V,PL,2,PRS	m,u,n,o,v,n,i,r,a
v,k,o,r,b,$,COPY	v,k,o,r,b
v,k,o,r,b,$,V,SG,3,PRS	a,n,o,v,k,o,r,b
r,c,c,r,c,$,COPY	r,c,c,r,c
r,c,c,r,c,$,V,PL,1,PRS	t,i,n,o,r,c,c,r,c
v,a,z,r,c,$,COPY	v,a,z,r,c
v,a,z,r,c,$,V,PROG,SG,3,PRS	a,r,i,k,u,v,a,z,r,c
v,h,n,r,a,$,COPY	v,h,n,r,a
v,h,n,r,a,$,V,SG,2,PRS	u,n,o,v,h,n,r,a
r,a,r,k,$,COPY	r,a,r,k
r,a,r,k,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,r,a,r,k
r,a,r,d,$,COPY	r,a,r,d
r,a,r,d,$,V,PL,3,HOD	v,a,r,a,r,d
r,h,s,w,$,COPY	r,h,s,w
r,h,s,w,$,V,PROG,SG,3,PRS	a,r,i,k,u,r,h,s,w
r,i,r,a,$,COPY	r,i,r,a
r,i,r,a,$,V,SG,1,PRS	n,d,i,n,o,r,i,r,a
r,a,r,a,$,V,SG,3,PST	a,k,a,r,a,r,a
r,g,m,a,$,COPY	r,g,m,a
r,g,m,a,$,V,SG,2,PRS	u,n,o,r,g,m,a
c,y,r,a,$,COPY	c,y,r,a
c,y,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,c,y,r,a
r,a,r,a,$,V,PL,2,HOD	m,a,r,a,r,a
d,a,r,a,$,COPY	d,a,r,a
d,a,r,a,$,V,SG,2,FUT	u,c,h,a,d,a,r,a
o,h,r,s,$,COPY	o,h,r,s
o,h,r,s,$,V,PL,1,PST	t,a,k,a,o,h,r,s
r,a,r,a,$,V,PL,2,PST	m,a,k,a,r,a,r,a
r,f,r,b,$,COPY	r,f,r,b
r,f,r,b,$,V,PL,1,FUT	t,i,c,h,a,r,f,r,b
r,k,r,n,$,COPY	r,k,r,n
r,k,r,n,$,V,PL,3,PST	v,a,k,a,r,k,r,n
o,a,i,e,$,COPY	o,a,i,e
o,a,i,e,$,V,PL,1,HOD	t,a,o,a,i,e
u,a,u,v,$,COPY	u,a,u,v
u,a,u,v,$,V,PL,3,FUT	v,a,c,h,a,u,a,u,v
r,e,w,a,$,COPY	r,e,w,a
r,e,w,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,r,e,w,a
h,o,v,c,$,COPY	h,o,v,c
h,o,v,c,$,V,PL,3,PRS	v,a,n,o,h,o,v,c
t,a,r,a,$,COPY	t,a,r,a
t,a,r,a,$,V,SG,1,PST	n,d,a,k,a,t,a,r,a
r,e,r,a,$,COPY	r,e,r,a
r,e,r,a,$,V,SG,3,FUT	a,c,h,a,r,e,r,a
r,z,r,s,$,COPY	r,z,r,s
r,z,r,s,$,V,PL,1,PRS	t,i,n,o,r,z,r,s
z,d,k,a,$,COPY	z,d,k,a
z,d,k,a,$,V,PL,2,PRS	m,u,n,o,z,d,k,a
r,a,r,a,$,V,SG,2,PST	w,a,k,a,r,a,r,a
r,a,r,e,$,COPY	r,a,r,e
r,a,r,e,$,V,SG,3,HOD	a,r,a,r,e
r,a,a,r,$,COPY	r,a,a,r
r,a,a,r,$,V,SG,1,FUT	n,d,i,c,h,a,r,a,a,r
s,f,t,d,$,COPY	s,f,t,d
s,f,t,d,$,V,SG,3,PRS	a,n,o,s,f,t,d
c,a,w,c,$,COPY	c,a,w,c
c,a,w,c,$,V,PL,2,FUT	m,u,c,h,a,c,a,w,c
r,t,g,c,$,COPY	r,t,g,c
r,t,g,c,$,V,PROG,SG,2,PRS	u,r,i,k,u,r,t,g,c
r,r,r,a,$,COPY	r,r,r,a
r,r,r,a,$,V,SG,2,HOD	w,a,r,r,r,a
r,a,i,s,$,COPY	r,a,i,s
r,a,i,s,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,r,a,i,s
f,u,r,a,$,COPY	f,u,r,a
f,u,r,a,$,V,SG,1,HOD	n,d,a,f,u,r,a
d,i,i,c,i,s,a,$,COPY	d,i,i,c,i,s,a
d,i,i,c,i,s,a,$,V,SG,3,HOD	a,d,i,i,c,i,s,a
d,z,i,k,v,k,a,$,COPY	d,z,i,k,v,k,a
d,z,i,k,v,k,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,d,z,i,k,v,k,a
d,z,i,k,i,s,a,$,V,PL,1,PRS	t,i,n,o,d,z,i,k,i,s,a
d,i,p,z,i,s,a,$,COPY	d,i,p,z,i,s,a
d,i,p,z,i,s,a,$,V,SG,1,HOD	n,d,a,d,i,p,z,i,s,a
d,n,i,a,i,n,a,$,COPY	d,n,i,a,i,n,a
d,n,i,a,i,n,a,$,V,PL,2,PRS	m,u,n,o,d,n,i,a,i,n,a
d,z,i,f,y,v,a,$,COPY	d,z,i,f,y,v,a
d,z,i,f,y,v,a,$,V,SG,1,PST	n,d,a,k,a,d,z,i,f,y,v,a
d,t,n,n,p,s,a,$,COPY	d,t,n,n,p,s,a
d,t,n,n,p,s,a,$,V,PL,2,HOD	m,a,d,t,n,n,p,s,a
d,c,i,k,z,o,a,$,COPY	d,c,i,k,z,o,a
d,c,i,k,z,o,a,$,V,SG,2,HOD	w,a,d,c,i,k,z,o,a
d,c,i,k,f,m,a,$,COPY	d,c,i,k,f,m,a
d,c,i,k,f,m,a,$,V,PL,1,FUT	t,i,c,h,a,d,c,i,k,f,m,a
d,z,i,c,i,s,a,$,COPY	d,z,i,c,i,s,a
d,z,i,c,i,s,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,d,z,i,c,i,s,a
d,z,r,b,b,y,a,$,COPY	d,z,r,b,b,y,a
d,z,r,b,b,y,a,$,V,SG,3,PST	a,k,a,d,z,r,b,b,y,a
d,z,y,b,z,i,a,$,COPY	d,z,y,b,z,i,a
d,z,y,b,z,i,a,$,V,SG,1,PRS	n,d,i,n,o,d,z,y,b,z,i,a
d,t,i,k,s,h,a,$,COPY	d,t,i,k,s,h,a
d,t,i,k,s,h,a,$,V,PL,3,FUT	v,a,c,h,a,d,t,i,k,s,h,a
d,p,i,s,i,s,a,$,COPY	d,p,i,s,i,s,a
d,p,i,s,i,s,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,p,i,s,i,s,a
d,s,t,p,z,s,a,$,COPY	d,s,t,p,z,s,a
d,s,t,p,z,s,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,s,t,p,z,s,a
d,z,i,k,i,u,a,$,COPY	d,z,i,k,i,u,a
d,z,i,k,i,u,a,$,V,SG,2,PST	w,a,k,a,d,z,i,k,i,u,a
d,z,i,z,n,d,a,$,COPY	d,z,i,z,n,d,a
d,z,i,z,n,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,z,i,z,n,d,a
d,z,z,e,h,s,a,$,COPY	d,z,z,e,h,s,a
d,z,z,e,h,s,a,$,V,SG,3,PRS	a,n,o,d,z,z,e,h,s,a
d,i,i,k,f,y,a,$,COPY	d,i,i,k,f,y,a
d,i,i,k,f,y,a,$,V,PL,2,FUT	m,u,c,h,a,d,i,i,k,f,y,a
d,z,u,g,a,i,a,$,COPY	d,z,u,g,a,i,a
d,z,u,g,a,i,a,$,V,PL,3,PRS	v,a,n,o,d,z,u,g,a,i,a
d,z,b,k,i,k,a,$,COPY	d,z,b,k,i,k,a
d,z,b,k,i,k,a,$,V,PL,1,PST	t,a,k,a,d,z,b,k,i,k,a
d,z,i,g,n,s,a,$,COPY	d,z,i,g,n,s,a
d,z,i,g,n,s,a,$,V,PL,1,HOD	t,a,d,z,i,g,n,s,a
d,z,i,k,i,v,a,$,COPY	d,z,i,k,i,v,a
d,z,i,k,i,v,a,$,V,PL,2,PST	m,a,k,a,d,z,i,k,i,v,a
d,t,i,k,d,d,a,$,COPY	d,t,i,k,d,d,a
d,t,i,k,d,d,a,$,V,PL,3,HOD	v,a,d,t,i,k,d,d,a
d,z,c,p,i,s,a,$,COPY	d,z,c,p,i,s,a
d,z,c,p,i,s,a,$,V,SG,1,FUT	n,d,i,c,h,a,d,z,c,p,i,s,a
d,b,z,k,y,s,a,$,COPY	d,b,z,k,y,s,a
d,b,z,k,y,s,a,$,V,SG,2,PRS	u,n,o,d,b,z,k,y,s,a
d,z,i,h,i,s,a,$,COPY	d,z,i,h,i,s,a
d,z,i,h,i,s,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,d,z,i,h,i,s,a
d,r,r,k,w,k,a,$,COPY	d,r,r,k,w,k,a
d,r,r,k,w,k,a,$,V,PL,3,PST	v,a,k,a,d,r,r,k,w,k,a
d,n,i,k,k,h,a,$,COPY	d,n,i,k,k,h,a
d,n,i,k,k,h,a,$,V,SG,2,FUT	u,c,h,a,d,n,i,k,k,h,a
d,z,e,k,i,s,a,$,COPY	d,z,e,k,i,s,a
d,z,e,k,i,s,a,$,V,SG,3,FUT	a,c,h,a,d,z,e,k,i,s,a
w,e,t,g,$,COPY	w,e,t,g
w,e,t,g,$,V,SG,1,FUT	n,d,i,c,h,a,w,e,t,g
k,m,m,m,$,COPY	k,m,m,m
k,m,m,m,$,V,PL,1,PRS	t,i,n,o,k,m,m,m
t,e,m,g,$,COPY	t,e,m,g
t,e,m,g,$,V,PL,2,HOD	m,a,t,e,m,g
f,e,n,a,$,COPY	f,e,n,a
f,e,n,a,$,V,PL,2,PRS	m,u,n,o,f,e,n,a
f,m,m,a,$,COPY	f,m,m,a
f,m,m,a,$,V,PL,1,PST	t,a,k,a,f,m,m,a
f,i,m,a,$,COPY	f,i,m,a
f,i,m,a,$,V,PL,3,FUT	v,a,c,h,a,f,i,m,a
e,d,c,a,$,COPY	e,d,c,a
e,d,c,a,$,V,SG,1,PRS	n,d,i,n,o,e,d,c,a
f,c,s,a,$,COPY	f,c,s,a
f,c,s,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,f,c,s,a
h,e,m,a,$,COPY	h,e,m,a
h,e,m,a,$,V,PL,1,HOD	t,a,h,e,m,a
f,e,u,p,$,COPY	f,e,u,p
f,e,u,p,$,V,SG,2,PRS	u,n,o,f,e,u,p
f,e,m,a,$,V,SG,3,FUT	a,c,h,a,f,e,m,a
s,t,m,a,$,COPY	s,t,m,a
s,t,m,a,$,V,PL,1,FUT	t,i,c,h,a,s,t,m,a
f,e,p,g,$,COPY	f,e,p,g
f,e,p,g,$,V,PROG,SG,2,PRS	u,r,i,k,u,f,e,p,g
m,e,m,a,$,COPY	m,e,m,a
m,e,m,a,$,V,SG,2,PST	w,a,k,a,m,e,m,a
g,e,w,z,$,COPY	g,e,w,z
g,e,w,z,$,V,SG,2,HOD	w,a,g,e,w,z
w,h,p,y,$,COPY	w,h,p,y
w,h,p,y,$,V,SG,3,HOD	a,w,h,p,y
k,z,b,a,$,COPY	k,z,b,a
k,z,b,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,k,z,b,a
e,e,k,b,$,COPY	e,e,k,b
e,e,k,b,$,V,SG,2,FUT	u,c,h,a,e,e,k,b
y,h,m,a,$,COPY	y,h,m,a
y,h,m,a,$,V,SG,3,PST	a,k,a,y,h,m,a
t,e,m,a,$,COPY	t,e,m,a
t,e,m,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,e,m,a
f,g,m,u,$,COPY	f,g,m,u
f,g,m,u,$,V,PL,3,PRS	v,a,n,o,f,g,m,u
u,f,m,k,$,COPY	u,f,m,k
u,f,m,k,$,V,PL,2,PST	m,a,k,a,u,f,m,k
g,e,o,d,$,COPY	g,e,o,d
g,e,o,d,$,V,SG,1,PST	n,d,a,k,a,g,e,o,d
f,e,m,a,$,V,PL,3,PST	v,a,k,a,f,e,m,a
t,u,w,n,$,COPY	t,u,w,n
t,u,w,n,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,u,w,n
f,r,d,r,$,COPY	f,r,d,r
f,r,d,r,$,V,SG,3,PRS	a,n,o,f,r,d,r
y,e,m,i,$,COPY	y,e,m,i
